,NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1,CC1CCCCC1N1C(=O)C(=O)N(CN2CCc3sccc3C2c2cccs2)C1=O,,,COc1ccccc1Cc1nc2ccc(-c3nn(C4CCC([NH+]5CCN(C(=O)N(C)C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,CCCCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NC(Cc3c[nH]c4ccc(O)cc34)C(=O)[O-])c12,,,COc1cc(NC(=NC#N)NCCCn2cncc2C)cc(OC)c1OC,CCOc1ccc(OCCSCC[NH3+])cc1
,O=C1c2ccccc2C(=O)N1c1ccccc1,CCn1c(SCc2nc(=O)c3sccc3[n-]2)nc2sc3c(c2c1=O)CCC(C)C3,,,CS(=O)(=O)CC[NH2+]CCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CCCCn1c(N)c(N(CCC(C)C)C(=O)c2cc(-c3cccs3)nn2-c2ccccc2)c(=O)[nH]c1=O,,,Cc1cncn1CCCNC(=C[N+](=O)[O-])Nc1ccc2c(c1)OCCO2,COCCNC(=S)NN=Cc1c[nH]c2ccccc12
,C=C1CC(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,Cn1c(=O)c2c(SCc3ccc(F)c4cccnc34)nc(C(C)(C)C)nc2n(C)c1=O,,,COc1ccccc1Cc1nc2ccc(-c3nn(C4CCC([NH+]5CCNCC5)CC4)c4ncnc(N)c34)cc2[nH]1,COc1ccccc1N(CC(=O)NN=Cc1ccc(OCC(=O)NC(C)c2ccccc2)cc1)S(=O)(=O)c1ccc(C)cc1,,,Cc1ccc(NC(=NC#N)NCCCn2cncc2C)cc1C,CC[NH+](CC)CCC(=O)NC(C)(C)Cc1ccc(O)cc1
,CC(=O)Oc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)cc1,Cc1ccc(C)c2sc(N(Cc3ccccn3)C(=O)c3cc(=O)c4ccccc4o3)nc12,,,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,CC(C)(C)c1ccc(C(=O)NC(=Cc2ccco2)C(=O)Nc2ccc(S(=O)(=O)[N-]c3nccs3)cc2)cc1,,,Cc1sc2c(c1-c1ccccc1)CN(CCCn1cncc1C)C(=S)N2,O=C(CCc1cc2ccccc2o1)NNC(=S)NC1CC1
,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1,O=c1c2c3c(sc2ncn1Cc1nc2c4c5c(sc4ncn2n1)CCCC5)CCCC3,,,CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CCCn1c(CC(=O)Nc2ccc(F)cc2)nnc1SC(C)C(=O)Nc1ccc(NC(=O)C(C)C)cc1,,,Cc1cncn1CCCNC(=NC#N)Nc1ccc2c(c1)OCCO2,CCCC(C)N(C)Cn1nc(CCC(N)=O)n(C)c1=S
,O=C1OCC(c2ccc(-c3nn[nH]n3)cc2)=C1c1ccccc1,CCn1c2ccccc2c2nnc(SC(C)c3nc(=O)c4c(C)c(C)sc4[nH]3)nc21,,,CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CCOC(=O)C1=C(N)n2c(sc(=Cc3ccc(C(=O)OC)cc3)c2=O)=C(C(=O)OC)C1c1ccc(C(=O)OC)cc1,,,Cc1cncn1CCCNC(=NC#N)Nc1ccc(Cl)c(Cl)c1,Cn1nnnc1SCCc1ccccc1C[NH2+]CCO
,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(-c3nn[nH]n3)cc2)cc1,O=C(Cn1nnn(-c2cccs2)c1=O)Nc1nc2ccc(Br)cc2s1,,,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,COc1cccc(NC(=O)NC(=Cc2ccc(N(CCC#N)CCC#N)cc2)NC(=O)c2cc([N+](=O)[O-])ccc2Cl)c1,,,Cc1cc(Cn2ccnc2)c(C)cc1Cn1ccnc1,CCCC(C)NC(=O)C(C)[NH2+]CC1CCCN1CC
,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1,Cc1nc2sc(C(c3ccccc3F)N3CCN(c4ccccc4F)CC3)c([O-])n2n1,,,COc1ccccc1Cc1nc2ccc(-c3nn(C4CCC([NH+]5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(Cc3ccccc3)CC(O)C2Cc2ccccc2)ccc1O,,,COc1ccc(NC(=S)NCC(C)Cn2ccnc2)cc1OC,C=CC[NH2+]CC(O)COc1cccc2[nH]c(C)cc12
,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1F,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)[N-]c3nnc(C4CCCCC4)s3)c2c1,,,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,CCN(CC)S(=O)(=O)c1ccc(CCC(=O)NNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,,,COc1cc(NC(=S)NCCCn2ccnc2)cc(OC)c1OC,CCCS(=O)(=O)N(CCC[NH3+])c1ccc(CC)cc1
,NS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,Cc1cc2ccccn2c1C(=O)c1nc(N2CCN(c3ccc(F)cc3)CC2)ncc1Cl,,,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2C1CCC([NH+]2CCOCC2)CC1,CCOC(=O)Nc1nc2ccccc2n1CN1CC[NH+](Cn2c(NC(=O)OCC)nc3ccccc32)CC1,,,S=C1Nc2sc3c(c2CN1CCCn1ccnc1)CCCC3,COc1cc(C[NH2+]CCCc2cn[nH]c2C)cc(OC)c1
,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CF)cc1,Cc1c(OC(=O)c2nn(C)c(=O)c3ccccc23)ccc2c(-c3ccccc3)cc(=O)oc12,,,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,COC(=O)c1sc([N-]C(=O)c2ccc(S(=O)(=O)N(CC(C)C)CC(C)C)cc2)c(C(N)=O)c1C,,,Cc1csc2c1NC(=S)N(CCCn1ccnc1)C2,S=C(NCCCn1cc(Cl)cn1)NCc1ccco1
,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(Cl)cc(Cl)c2)cc1,N#CC(=Cc1c(Cl)nc2sccn12)C([O-])=Nc1nc(-c2ccccc2Cl)cs1,,,CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,COc1cccc(C=NNC(=O)c2nnn(-c3nonc3N)c2-c2cccc([N+](=O)[O-])c2)c1OCc1ccccc1Cl,,,COc1ccc(CC(=S)NCCCn2ccnc2)cc1OC,COCCOCCC[NH2+]C1CC(C)c2c(C)ccc(O)c21
,CN(C)c1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,Cc1ccc(C)c(-n2nnnc2SC2CCCCN(C(=O)c3ccc(F)cc3)C2=O)c1,,,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,COC(=O)C(C(=O)CSc1nnnn1-c1ccc(OC(F)(F)F)cc1)=C1Nc2ccccc2N1,,,COc1ccc(C2(C(=S)NCCCn3ccnc3)CC2)cc1,OCC(CO)(CO)[NH2+]C(Cc1ccccc1)c1ccccc1
,Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1cc(=O)c(C(=O)N2CCCCC2c2nc3ccccc3s2)nn1-c1ccccc1F,,,O=C([N-]CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,CCOC(=O)c1cc(Br)c(N=Nc2ccc(N(CCO)CCO)cc2C)c([N+](=O)[O-])c1,,,O=[N+]([O-])C=C(NCCCn1ccnc1)NC1CCCCC1,CCOC(=O)CNC(=S)NC(C)c1ccccc1
,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1,COc1ccc(-c2nc3c(c(=O)c4ccccc4n3C)c(=O)n2C(C)c2ccccc2)cc1,,,CS(=O)(=O)CC[NH2+]CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CCN(CC)c1ccc(C=NNC(=O)c2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc2)c(O)c1,,,O=[N+]([O-])C=C(NCCCn1ccnc1)Nc1cccc2ccccc12,CC1CC1c1ccc(C(C[NH3+])N(C)CCc2ccccn2)o1
,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,CCc1ccc2nc([N-]c3ncc4c(n3)CC(c3cccc(Cl)c3)CC4=O)nc(C)c2c1,,,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,Cc1ccc(NCC(=O)NNC(=O)c2cc(S(=O)(=O)[N-]c3cccc(C(F)(F)F)c3)c(Cl)cc2Cl)cc1,,,O=[N+]([O-])C=C(NCCCn1ccnc1)Nc1ccc2c(c1)OCCO2,CCCNC(=S)NNC(=O)COc1ccc(F)cc1F
,CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1Cc1cccc([N+](=O)[O-])c1,,,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,C=CCn1c(COc2ccc(OC)cc2)nnc1SCC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2,,,O=[N+]([O-])C=C(NCCCn1ccnc1)Nc1ccc(C(F)(F)F)cc1,CC(C)(C)OC(=O)CC[NH2+]CCN1CCCCC1
,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,O=C1N=C([O-])C(=Cc2c3ccccc3cc3ccccc23)C(=O)N1CCc1ccc(F)cc1,,,CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,O=C(CNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)OC(C(=O)c1c[nH]c2ccccc12)c1ccccc1,,,COc1ccc(NC(=S)NCCCn2ccnc2)c(OC)c1,CC[NH+](CC)CCCC(C)[NH2+]C1CN2CCC1CC2
,Cc1ccc(N(C)c2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)cc1,Cc1ccc2[n-]c(C(=O)OCC(=O)N3c4ccccc4CCc4ccccc43)cc(=O)c2c1,,,CS(=O)(=O)CC[NH2+]CCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,C=CCC=CCC(C=C)C(=Cc1cc([N+](=O)[O-])c(N)cc1S(=O)(=O)NC)C1=CCCC1COC,,,O=[N+]([O-])C=C(NCCCn1ccnc1)Nc1ccc(Cl)cc1,C=CCNC(=S)NNC(=C)c1ccc(-n2ccnc2)cc1
,Cc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3nc(C(F)(F)F)nn23)c1,O=C1C(=Cc2cc(Cl)cc3c2OCOC3)Oc2cc(OC(=O)C3CCCCC3)ccc21,,,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,COc1ccc(C(=O)CSc2nnc(NN=Cc3ccccc3OCc3ccc(Cl)cc3)n2N)cc1,,,O=C1CNC(=S)N1CCCn1ccnc1,CC[NH+](CC)CCOCCc1cccc(N)c1
,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,CC(=O)N1N=C(c2nc3nc(C)cc(C)n3n2)OC1c1c2ccccc2cc2ccccc12,,,CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,Cc1ccc([N+](=O)[O-])c(NC(=O)C(C)OC(=O)C(NC(=O)C23CC4CC(CC(C4)C2)C3)C(C)C)c1C,,,COc1ccc(NC(=S)NCCCn2ccnc2)cc1,CC[NH+](CC)CCC(C[NH+]=C(N)N)c1ccccc1
,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CCc1cc2c(SCC(=O)C(C#N)=C3N(C)c4ccccc4N3C)ncnc2s1,,,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,CCCC(C)NC(=O)C(C)OC(=O)CCn1cnc2sc(C)c(C)c2c1=O,,,COc1ccc(NC(=NC#N)NCCCn2ccnc2)cc1,CN(CCC[NH2+]Cc1cccc(Oc2ccccc2)c1)S(C)(=O)=O
,CC(C)(C)c1cc(C=C2CCOC2=O)cc2c1OCC2(C)C,COC(=O)CCn1c(=NC(=O)c2nc3ccccc3s2)sc2c(C)cc(C)cc21,,,CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CC(=O)c1ccc(OC(C)C(=O)OC(C)C(=O)NCCC2=CCCCC2)cc1,,,CC(C)c1ccc(NC(=NC#N)NCCCn2ccnc2)cc1,OCCN(CC#CC(O)(c1ccccc1)c1cccc(F)c1)CCO
,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,Cc1nc(C2CC2)nc2sc(C(=O)OCc3cc(=O)n4ccsc4n3)c(C)c12,,,CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CCCc1noc(CCC(=O)Nc2nc(-c3c[nH]c(C(=O)OC)c3)cs2)n1,,,COc1ccc(NC(=S)CCCCn2ccnc2)cc1OC,COCCSCC(=O)NC(CCSC)c1nc2ccccc2[nH]1
,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,O=C(c1ccco1)N(N=Cc1ccc([N+](=O)[O-])s1)c1nc2ccc(F)cc2s1,,,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C,COC(=O)c1c(C)[nH]c(C(=O)C(C)N(C)Cc2ccc(OC)cc2OC)c1C,,,S=C(NCCn1ccnc1)Nc1ccc(Cl)cc1,CC[NH+](CC)CCNC(=O)C(=Cc1ccc[nH]1)NC(=O)c1ccccc1
,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1,Cc1c(Cl)cccc1-n1ccnc1SCc1cc([N+](=O)[O-])cc2c1OCOC2,,,CCOC(=O)c1cn2ncnc(NC(C)c3ccccc3)c2c1CC,CCOc1ccc(OCC(O)CN2CCN(c3ccc(C=O)s3)CC2)cc1,,,N#CN=C(NCCCn1ccnc1)NCC1CC1,CCN(CC(=O)NCCc1c[nH]c2ccccc12)CC(=O)NC(C)(C)C
,Cc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,COc1ccc2ccc(OC(=O)c3nn(-c4ccccc4Cl)c(C)cc3=O)cc2c1,,,CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CCCn1c(O)nnc1SCC(=O)Nc1ccc(C=CC(=O)OCC)cc1,,,COc1ccc(CNC(=S)NCCCn2ccnc2)cc1OC,OC(C[NH2+]CCCN1CCOCC1)COc1ccc2ccccc2c1
,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)c3ccccc3C2)cc1,CCC1=COC(CC)(C2C3C(=O)N(c4ccccc4)C(=O)C3ON2c2ccccc2)CC1,,,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,COC(=O)C(CC(C)C)NC(=O)CSc1n[n-]c(C=Cc2ccc(C)o2)n1,,,COc1ccc2nc(NCCCn3ccnc3)sc2c1,COC(=O)c1ccc(-c2ccc(C[NH2+]CCCN3CCOCC3)o2)cc1
,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1F,Cc1ccc2cc(COC(=O)Cc3nn(C)c(=O)c4ccccc34)c(Cl)nc2c1C,,,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2C1CCC([NH+]2CCOCC2)CC1,CCOc1ccc(NC(=O)CN(C)Cc2nc(CC(C)C)no2)cc1OCC,,,CC(=O)c1ccc(NC(=S)NCCCn2ccnc2)cc1,N#CCCN(Cc1ccccc1)C(CO)CC(=O)NCc1ccccc1
,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)c(F)cc2CS3)cc1,CC1SC(=NN=Cc2cccc([N+](=O)[O-])c2)N(Cc2cccc3ccccc23)C1=O,,,Nc1ncnc2c1c(-c1ccc3nc(Cc4cccs4)[nH]c3c1)nn2C1CCC([NH+]2CCOCC2)CC1,CCCCCNC(=O)C(C)N1CC=C(c2c(OC)cc(OC)cc2OC)CC1,,,O=C([O-])c1ccc(OCCn2ccnc2)cc1,CC(=O)NCCNC(=O)C[NH+](CCc1ccccc1)Cc1ccccc1
,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,Cc1sc2nc(CN3CCOCC3)nc(Sc3nc4ncccn4n3)c2c1C,,,CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,CCOC(=O)c1[nH]c(C)c(C(=O)CSc2nnc(CC3CCCC3)[nH]2)c1C,,,COc1ccc(NC(=S)NCC2(Cn3ccnc3)CC2)cc1OC,CC(O)C[NH+](Cc1cc(OCc2ccccc2)ccc1O)CC(C)O
,,O=C(OC1CCCCCCCCCCC1)C1CCN(c2ccc3nnnn3n2)CC1,,,,COc1cc(NC(=O)COC(=O)C(C)Oc2ccccc2)c(OC)cc1Cl,,,,CCC(c1nnc(SCCC[NH3+])n1-c1ccc(OC)cc1)N(C)C
,,Cc1cc(C)c(S(=O)(=O)N2CCN(C(C)c3nc(C(C)(C)C)no3)CC2)c(C)c1,,,,COc1cc(CC(=O)NCCCc2ccc(N(C)C)cc2)cc(OC)c1OC,,,,COCC(C)NC(=S)NNC(=O)CCc1cnn(-c2ccccc2)c1
,,CC(=O)N(c1ccc(C)c(C)c1)c1nc(Cn2nnn(-c3cccs3)c2=O)cs1,,,,COc1cc(OC)nc(NC(=O)CN(Cc2cccs2)CC2CCCO2)n1,,,,CCCCc1nc(CN2CC[NH+](Cc3ccc(C)o3)C(CCO)C2)c[nH]1
,,CC1CCc2nc3ccccc3c(C(=O)OC(C)c3nnc(-c4cccs4)o3)c2C1,,,,CCN(CC)S(=O)(=O)c1c[nH]c(C(=O)NCCc2ccc(C(C)C)cc2)c1,,,,CCN(CC)Cc1nnc(SCC(=O)NCCc2ccccc2)o1
,,Cc1cc(C(=O)Cn2nnn(-c3ccccc3)c2=O)c(C)n1-c1ccc2c(c1)OCO2,,,,CCCn1nc(C(=O)OCC(=O)Nc2ccc(N(CC)CC)cc2)ccc1=O,,,,CC(=O)NC(CCC[NH2+]Cc1ccccc1)C(=O)NCc1ccccc1
,,O=C(OCc1noc(-c2ccc(Cl)cc2)n1)c1cc(=O)c2cc(Cl)ccc2o1,,,,CCOc1ccc(OCC)c(C(=O)NNC(=O)COc2cc(C)cc(C)c2)c1,,,,COC(=O)c1ccc(C[NH2+]CCC2CCC(=O)N2Cc2ccco2)cc1
,,CCc1c(C)sc([N-]C(=O)c2cc3nc(C4CC4)cc(C(F)(F)F)n3n2)c1C#N,,,,CCC(C)C(NC(=O)COC(=O)c1cc(-c2ccc(C)cc2)n[nH]1)C(=O)OC,,,,NC(=O)CC[NH+](Cc1ccccc1)CC(O)COc1ccccc1F
,,N#CC1C(c2ccc([N+](=O)[O-])cc2)C(C(=O)c2ccccc2)C2c3ccccc3C=CN12,,,,COCCCn1c(SCC(=O)NC(C)c2ccc(C(C)C)cc2)n[nH]c1=O,,,,OC(C[NH2+]C1CC[NH+](Cc2ccccc2)CC1)COCC1CCCO1
,,Cc1cc(C)c(C(=O)C(C)Sc2nnc(C3COc4ccccc4O3)o2)cc1C,,,,CCN(CCCNC(=O)CCS(=O)(=O)c1ccc(C)cc1)c1ccccc1,,,,Cc1ccc(C[NH+](C)CC(=O)N(CCC(N)=O)Cc2ccccc2)cc1
,,Cc1ccc(Sc2ncccc2C(=O)N(C)Cc2nc(=O)c3sccc3[n-]2)cc1,,,,CC(C)CC(C)N(C)C(=O)CCCCCNC1=NS(=O)(=O)c2ccccc21,,,,COCC(C)NC(=S)NNC(=O)Cc1csc(-c2ccco2)n1
,,CCn1c(SCC(=O)c2cc(F)ccc2F)nc2sc3c(c2c1=O)CCCC3,,,,C=CCc1cc(C(=O)OC(C)C(=O)NC(=O)NCC(C)C)cc(OC)c1OC,,,,CCC(c1nnc(SCCC(N)=O)n1Cc1ccccc1)N(C)C
,,O=S(=O)([N-]c1ccc(N=Nc2ccccc2)cc1)c1ccc(Br)s1,,,,CCCCCCCn1c(SCC(O)CCl)nc2c1c(=O)[nH]c(=O)n2C,,,,COCCNC(=O)C[NH2+]Cc1ccc(OCc2cccc(F)c2)cc1
,,CCn1c(SCn2nnc3ccccc3c2=O)nc2cc3ccccc3cc2c1=O,,,,COc1cc(CNC(=O)CSc2nc(C(C)(C)C)n[n-]2)cc(OC)c1OC,,,,Cc1ccccc1C(OCC(O)C[NH+](CCO)CCO)c1ccccc1
,,Cc1cccc(-n2c(SC(C)c3cccc([N+](=O)[O-])c3)nc3ccccc3c2=O)n1,,,,CCC(NC(=O)c1ccc(S(=O)(=O)NCCOC)cc1)c1ccc(C)cc1,,,,Cc1ccc(C[NH2+]Cc2cccc(OCC(O)CN3CCOCC3)c2)o1
