Step,Scaffold,SMILES,Custom alerts,QED Score,dockstream,raw_dockstream,total_score,ID,groups
117,N=C1CC(=O)c2c(c3c(c4ccccc24)C(=O)C2CCCC2C3=O)C1=O,N=C1CC(=O)c2c(c3c(c4ccccc24)C(=O)C2CCCC2C3=O)C1=O,1,0.791609227657318,0.929490923881531,-11.7919998168945,0.904946208000183,Reinforcement learning demo_28,Mol_1
99,N=C1CC(=O)c2c(c3ccccc3c(=O)c3ccccc23)C1=O,N=C1CC(=O)c2c(c3ccccc3c(=O)c3ccccc23)C1=O,1,0.692785501480103,0.954573512077332,-12.1160001754761,0.904914677143097,Reinforcement learning demo_29,Mol_1
118,O=C1CCCc2c1c1ccccc1c(=O)c1ccccc21,Cc1ccc2c(=O)c3ccccc3c3c(c2c1)CCCC3=O,1,0.6215860247612,0.975045442581177,-12.5469999313355,0.904560387134552,Reinforcement learning demo_30,Mol_1
85,O=C1N=C(c2cccc3ccccc23)C(c2ccccc2)N1,Cc1cccc(C2NC(=O)N=C2c2cccc3cccc(O)c23)c1,1,0.747216761112213,0.939514219760895,-11.9060001373291,0.904330611228943,Reinforcement learning demo_31,Mol_1
117,N=c1[nH]c2c(c(-c3ccccc3)c1C(=O)N=c1cccc[nH]1)CCC2,Cc1cc(Cl)cc(-c2c3c([nH]c(=N)c2C(=O)N=c2cccc[nH]2)CCC3)c1,1,0.623916149139404,0.973900079727173,-12.5150003433228,0.904238641262054,Reinforcement learning demo_32,Mol_1
92,N=C1CC(=O)c2c(c3ccccc3c3ccccc23)C1=O,N=C1CC(=O)c2c(c3ccccc3c3ccccc23)C1=O,1,0.633519768714905,0.968567430973053,-12.3819999694824,0.902405142784119,Reinforcement learning demo_33,Mol_1
102,N=C1CC(=O)c2c3c(c4ccccc4c2C1=O)C(=O)CC=C3,Cc1cc(O)c2c3c(c4cc(O)CC(=O)c4c2c1)C(=O)CC(=N)C3=O,1,0.683852076530456,0.953818738460541,-12.1040000915527,0.902364313602448,Reinforcement learning demo_34,Mol_1
110,O=C(N=c1cccc[nH]1)C1c2ccccc2Oc2ccccc21,Cc1ccc2c(c1)C(C(=O)N=c1cc(F)cc[nH]1)c1ccccc1O2,1,0.735246300697327,0.938275814056396,-11.8909997940063,0.900908946990967,Reinforcement learning demo_35,Mol_1
107,O=C(N=c1cccc[nH]1)c1ccc2c(c1-c1ccccc1)CC2,Cc1cccc(-c2c(C(=O)N=c3cccc[nH]3)ccc3c2CC3)c1,1,0.76745069026947,0.929679274559021,-11.793999671936,0.90043568611145,Reinforcement learning demo_36,Mol_1
109,N=C1CCCc2c1c1c(c3ccccc23)C(=O)C2=C(C(=O)CCC2=O)C1=O,N=C1CCCc2c1c1c(c3ccccc23)C(=O)C2=C(C(=O)CCC2=O)C1=O,1,0.733217775821686,0.937689781188965,-11.8839998245239,0.900025546550751,Reinforcement learning demo_37,Mol_1
88,N=C1CCCc2c1c1c(c3ccccc23)C(=O)C=CC1=O,CC1=CC(=O)c2c(c3c(c4ccccc24)CCCC3=N)C1=O,1,0.800010859966278,0.921353995800018,-11.710000038147,0.899921774864197,Reinforcement learning demo_38,Mol_1
90,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1cccc(-c2c(C(=O)N=c3cccc[nH]3)cnc3ccccc23)c1,1,0.592462539672852,0.978287160396576,-12.6459999084473,0.899840295314789,Reinforcement learning demo_39,Mol_1
116,O=C(N=c1cncc[nH]1)c1cc(-c2ccccc2)nc2ccccc12,Cc1cc(C)cc(-c2cc(C(=O)N=c3cncc[nH]3)c3ccccc3n2)c1,1,0.591699302196503,0.978010356426239,-12.6370000839233,0.899434864521027,Reinforcement learning demo_40,Mol_1
117,N=c1[nH]c2c(c(-c3ccccc3)c1C(=O)N=c1cccc[nH]1)CC2,Cc1cccc(-c2c3c([nH]c(=N)c2C(=O)N=c2cccc[nH]2)CC3)c1,1,0.662831902503967,0.954008519649506,-12.1070003509521,0.897830009460449,Reinforcement learning demo_41,Mol_1
114,N=C1CC(=O)c2c(c3c(c4ccccc4c2=O)-c2ccccc2C3)C1=O,N=C1CC(=O)c2c(c3c(c4ccccc4c2=O)-c2ccccc2C3)C1=O,1,0.532128870487213,0.994408011436462,-13.6000003814697,0.895997226238251,Reinforcement learning demo_42,Mol_1
117,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1cccc(O)c1,1,0.583700358867645,0.975462198257446,-12.5590000152588,0.895447969436646,Reinforcement learning demo_43,Mol_1
118,O=C(N=c1cccc[nH]1)c1c(-c2ccccc2)oc2ccccc12,Cc1ccccc1-c1oc2ccccc2c1C(=O)N=c1cccc[nH]1,1,0.589711606502533,0.97048032283783,-12.4270000457764,0.893159210681915,Reinforcement learning demo_44,Mol_1
76,N=C1CC(=O)c2c(c3c(c4ccccc24)C(=O)CC3)C1=O,N=C1CC(=O)c2c(c3c(c4ccccc24)C(=O)CC3)C1=O,1,0.804092586040497,0.911092698574066,-11.6169996261597,0.892318367958069,Reinforcement learning demo_45,Mol_1
116,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1cc(C(=O)N=c2cc(C)cc[nH]2)c2c(c1)C(=O)c1ccccc1-2,1,0.580312609672546,0.972280144691467,-12.4720001220703,0.892147183418274,Reinforcement learning demo_46,Mol_1
115,N=C1CC(=O)c2c(c3c(c4ccccc24)C(=O)CC3)C1=O,N=C1C(=O)c2c3c(c4ccccc4c2C(=O)C1Br)C(=O)CC3,1,0.73725163936615,0.924022912979126,-11.7360000610352,0.88989394903183,Reinforcement learning demo_47,Mol_1
76,O=C(N=c1cccc[nH]1)c1cccc2ccc(-c3ccccc3)nc12,CCc1ccccc1-c1ccc2cccc(C(=O)N=c3cccc[nH]3)c2n1,1,0.588009834289551,0.966301321983337,-12.3319997787476,0.889524519443512,Reinforcement learning demo_48,Mol_1
80,O=C1CCCc2c1c1ccccc1c1c(=O)[nH][nH]c(=O)c21,O=C1CCCc2c1c1ccccc1c1c(=O)[nH][nH]c(=O)c21,1,0.616762042045593,0.956708312034607,-12.1510000228882,0.889206349849701,Reinforcement learning demo_49,Mol_1
33,O=C(N=c1c2c([nH]c3ccccc13)CCCCC2)c1ccncc1,CC1CCc2[nH]c3ccccc3c(=NC(=O)c3ccncc3)c2CC1,1,0.689223289489746,0.9356409907341,-11.8599996566772,0.889169096946716,Reinforcement learning demo_50,Mol_1
107,N=C1CC(=O)c2c(c3ccccc3c3c(=O)ccccc23)C1=O,Cc1cc(O)c2c3c(c4cc(O)C=CC(=O)c4c2c1)C(=O)CC(=N)C3=O,1,0.578181266784668,0.968959391117096,-12.3909997940063,0.889061868190765,Reinforcement learning demo_51,Mol_1
113,O=C(N=c1cccc[nH]1)c1ccc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1ccc2ccccc2c1-c1ccccc1F,1,0.563010394573212,0.972894012928009,-12.4879999160767,0.888124883174896,Reinforcement learning demo_52,Mol_1
103,N=C1CCCc2c1ccc1c(=O)ccc3ccccc3c21,N=C1CCCc2c1ccc1c2-c2ccccc2C=CC1=O,1,0.659054934978485,0.942470252513886,-11.9429998397827,0.887925803661346,Reinforcement learning demo_53,Mol_1
74,C1=Cc2c3c(c4ccccc4c2C2CCC=C12)CCc1ccccc1-3,Oc1cc2c3c(c4ccccc4c2C2CCC=C12)CCc1ccccc1-3,1,0.50897628068924,0.992164194583893,-13.3640003204346,0.887706160545349,Reinforcement learning demo_54,Mol_1
88,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1ccc(=NC(=O)c2cccc3c2-c2cc(F)ccc2C3=O)[nH]c1,1,0.580458223819733,0.965924441814423,-12.3240003585815,0.887321770191193,Reinforcement learning demo_55,Mol_1
57,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1cnc2ccc(F)cc2c1-c1ccccc1F,1,0.58025985956192,0.96582955121994,-12.3219995498657,0.887198567390442,Reinforcement learning demo_56,Mol_1
118,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1cc(C(=O)N=c2cccc[nH]2)c2c(c1)C(=O)c1ccc(F)cc1-2,1,0.580458223819733,0.965109944343567,-12.3070001602173,0.886698186397553,Reinforcement learning demo_57,Mol_1
54,O=C1C=CC(=O)c2c1cc(-c1ccccc1)c1ccccc21,Cc1cccc(-c2c(C)c3c(c4ccccc24)C(=O)C=CC3=O)c1,1,0.629216134548187,0.949449896812439,-12.0380001068115,0.886529803276062,Reinforcement learning demo_58,Mol_1
106,O=C(N=c1[nH]cc[nH]1)c1cccc2c(=O)[nH]c3ccccc3c12,Cn1cc[nH]c1=NC(=O)c1cccc2c(=O)[nH]c3ccccc3c12,1,0.526795208454132,0.98287045955658,-12.8140001296997,0.885837137699127,Reinforcement learning demo_59,Mol_1
78,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1cc(C)cc(-c2c(C(=O)N=c3cccc[nH]3)cnc3ccccc23)c1,1,0.572977662086487,0.966160476207733,-12.3290004730225,0.885585844516754,Reinforcement learning demo_60,Mol_1
108,O=C(N=c1cccc[nH]1)c1cccc2ccccc12,Cc1cc[nH]c(=NC(=O)c2cccc3cccc(C)c23)c1,1,0.725807905197144,0.920410394668579,-11.701000213623,0.884684085845947,Reinforcement learning demo_61,Mol_1
118,O=C1C2=CC=CCC2=NC2=C3CCc4ccccc4C4=C3C(=C12)c1ccccc1CC4,O=C1C2=CC=CCC2=Nc2c3c4c(CCc5ccccc5c4c21)-c1ccccc1CC3,1,0.537048399448395,0.977319061756134,-12.6149997711182,0.884502828121185,Reinforcement learning demo_62,Mol_1
119,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1ccc(-c2c(C(=O)N=c3cc(C)cc[nH]3)cnc3ccccc23)cc1,1,0.572977662086487,0.964326202869415,-12.2910003662109,0.88418447971344,Reinforcement learning demo_63,Mol_1
96,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1ccc(=NC(=O)c2cc(C)cc3c2-c2cc(F)ccc2C3=O)[nH]c1,1,0.570839285850525,0.964915573596954,-12.3030004501343,0.88408374786377,Reinforcement learning demo_64,Mol_1
36,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,1,0.587199509143829,0.959312558174133,-12.1960000991821,0.883956789970398,Reinforcement learning demo_65,Mol_1
108,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,O=C(N=c1cccc[nH]1)c1cccc2c1-c1cc(F)ccc1C2=O,1,0.585995614528656,0.95903080701828,-12.1909999847412,0.883438289165497,Reinforcement learning demo_66,Mol_1
115,O=C(N=c1cccc[nH]1)c1cc(-c2ccccc2)nc2ccccc12,O=C(N=c1cccc[nH]1)c1cc(-c2cccc(F)c2)nc2ccccc12,1,0.595352113246918,0.955805361270904,-12.1359996795654,0.883290410041809,Reinforcement learning demo_67,Mol_1
83,N=c1[nH]c(=O)c2ncn(Cc3cccc4ccccc34)c2[nH]1,N=c1[nH]c(=O)c2ncn(Cc3cccc4cccc(F)c34)c2[nH]1,1,0.52742463350296,0.978620886802673,-12.6569995880127,0.882819890975952,Reinforcement learning demo_68,Mol_1
87,O=C1c2cccc3cccc(c23)CN1c1ccccc1,O=C1c2cccc3c(F)ccc(c23)CN1c1cccc(F)c1,1,0.655967533588409,0.936587691307068,-11.871000289917,0.882613897323608,Reinforcement learning demo_69,Mol_1
117,O=C(N=c1cccc[nH]1)c1ccc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1ccc2ccccc2c1-c1cc(F)cc(F)c1,1,0.545424222946167,0.971771419048309,-12.4589996337891,0.882590353488922,Reinforcement learning demo_70,Mol_1
107,N=c1[nH]c(=O)c2ncn(Cc3ccccc3)c2[nH]1,Cc1ccc(C)c(Cn2cnc3c(=O)[nH]c(=N)[nH]c32)c1Cl,1,0.674099624156952,0.931446015834808,-11.8129997253418,0.882575988769531,Reinforcement learning demo_71,Mol_1
88,O=C(N=c1ccnc[nH]1)c1cc(-c2ccccc2)nc2ccccc12,COc1cc(=NC(=O)c2cc(-c3ccccc3F)nc3ccccc23)[nH]cn1,1,0.595038056373596,0.954884469509125,-12.121000289917,0.882503569126129,Reinforcement learning demo_72,Mol_1
88,O=C(N=c1cncc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1cc(C)cc(-c2c(C(=O)N=c3cncc[nH]3)cnc3ccccc23)c1,1,0.591699302196503,0.955622613430023,-12.1330003738403,0.882244288921356,Reinforcement learning demo_73,Mol_1
98,c1ccc(Cc2ccc3c(c2-c2ccccc2)CCC3)cc1,Cc1cccc(-c2c(Cc3ccc(F)cc3)cc(C)c3c2CCC3)c1,1,0.536998748779297,0.974082350730896,-12.5200004577637,0.882047414779663,Reinforcement learning demo_74,Mol_1
111,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1cc(C(=O)N=c2cccc[nH]2)c2c(c1)C(=O)c1ccc(C)cc1-2,1,0.580312609672546,0.958690166473389,-12.1850004196167,0.881743431091309,Reinforcement learning demo_75,Mol_1
112,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1ccc2c(c1)-c1c(C(=O)N=c3cc(C)cc[nH]3)cccc1C2=O,1,0.580312609672546,0.958461582660675,-12.1809997558594,0.881568193435669,Reinforcement learning demo_76,Mol_1
105,O=C1c2ccccc2-c2c(Cc3ccc(=O)[nH]n3)cccc21,O=C1c2ccc(Cl)cc2-c2c(Cc3ccc(=O)[nH]n3)cccc21,1,0.616045475006104,0.946176469326019,-11.9919996261597,0.880870878696442,Reinforcement learning demo_77,Mol_1
26,O=C(N=c1cccc[nH]1)c1cc(-c2ccccc2)nc2ccccc12,Cc1cccc(=NC(=O)c2cc(-c3ccccc3)nc3ccccc23)[nH]1,1,0.592462539672852,0.952987611293793,-12.0909996032715,0.880405724048615,Reinforcement learning demo_78,Mol_1
63,O=C1C=CC(=O)c2c1c1c(c3ccccc23)C(=O)CCC1,O=C1C=CC(=O)c2c1c1c(c3ccccc23)C(=O)CCC1,1,0.741510987281799,0.910976052284241,-11.6160001754761,0.880255460739136,Reinforcement learning demo_79,Mol_1
107,N=c1c(=O)c(=O)c2c3c(c4ccccc4c12)C(=O)CCC=C3,N=C1C(=O)C(=O)c2c1c1ccccc1c1c2cc(O)CCC1=O,1,0.620440483093262,0.942781567573547,-11.9469995498657,0.879277408123016,Reinforcement learning demo_80,Mol_1
118,c1ccc(-c2cc(-c3cncnc3)nc3ccccc23)cc1,Cc1ccccc1-c1cc(-c2cncnc2)nc2ccccc12,1,0.539557099342346,0.969474613666534,-12.4029998779297,0.879265308380127,Reinforcement learning demo_81,Mol_1
116,N=C1CC(=O)c2c(c3ccccc3c3ccccc23)C1=O,Cc1cccc2c3c(c4ccccc4c12)C(=O)CC(=N)C3=O,1,0.632984817028046,0.938359081745148,-11.8920001983643,0.87876570224762,Reinforcement learning demo_82,Mol_1
111,O=C1CC=Cc2c1c1c(c3ccccc23)C(=O)CCC1,CC1=CCC(=O)c2c3c(c4ccccc4c21)C(=O)CCC3,1,0.716584265232086,0.914977252483368,-11.6510000228882,0.878455579280853,Reinforcement learning demo_83,Mol_1
108,O=C(N=c1cccc[nH]1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,Cc1cccc(-c2c(C(=O)N=c3[nH]cccc3C)c(=O)[nH]c3ccccc23)c1,1,0.562366247177124,0.960311710834503,-12.21399974823,0.878375172615051,Reinforcement learning demo_84,Mol_1
111,N=c1[nH]c(=O)c2ncn(Cc3ccc4ccccc4c3)c2[nH]1,N=c1[nH]c(=O)c2ncn(Cc3ccc4ccccc4c3)c2[nH]1,1,0.524747848510742,0.973642766475678,-12.5080003738403,0.878330826759338,Reinforcement learning demo_85,Mol_1
104,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1cc(Cl)cc(-c2c(C(=O)N=c3cccc[nH]3)cnc3ccc(O)cc23)c1,1,0.523914813995361,0.97393661737442,-12.5159997940063,0.878319203853607,Reinforcement learning demo_86,Mol_1
54,c1ccc2c(c1)-c1ccc3ccccc3c1C2Cc1nn[nH]n1,c1ccc2c(c1)-c1ccc3ccccc3c1C2Cc1nn[nH]n1,1,0.613555312156677,0.943399429321289,-11.9549999237061,0.878122866153717,Reinforcement learning demo_87,Mol_1
75,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1ccccc1-c1c(C(=O)N=c2cccc[nH]2)cnc2ccccc12,1,0.592462539672852,0.948614597320556,-12.0260000228882,0.877037763595581,Reinforcement learning demo_88,Mol_1
112,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,Cc1cc[nH]c(=NC(=O)c2cnc3ccccc3c2-c2ccc(Cl)cc2)c1,1,0.541066884994507,0.965877056121826,-12.3229999542236,0.876953840255737,Reinforcement learning demo_89,Mol_1
42,N=c1[nH]c(=O)c2ncn(Cc3cccc4ccccc34)c2[nH]1,N=c1[nH]c(=O)c2ncn(Cc3cccc4ccccc34)c2[nH]1,1,0.524747848510742,0.971613049507141,-12.4549999237061,0.876804709434509,Reinforcement learning demo_90,Mol_1
92,O=C1c2cccc3cccc(c23)CN1c1cccnc1,O=C1c2cccc3c(F)ccc(c23)CN1c1cccnc1,1,0.681885004043579,0.921666264533997,-11.7130002975464,0.876522898674011,Reinforcement learning demo_91,Mol_1
118,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccccc1,O=C(N=c1cccc[nH]1)c1cnc2ccccc2c1-c1ccc(Cl)cc1,1,0.567173004150391,0.955987393856049,-12.1389999389648,0.876320004463196,Reinforcement learning demo_92,Mol_1
118,O=C(N=c1cccc[nH]1)c1cccc2cccc(-c3ccncn3)c12,O=C(N=c1cccc[nH]1)c1cccc2cccc(-c3ccncn3)c12,1,0.613768458366394,0.938856661319733,-11.8979997634888,0.87464839220047,Reinforcement learning demo_93,Mol_1
104,O=C(N=c1cccc[nH]1)c1cc(-c2ccccc2)nc2ccccc12,Cc1ccc(=NC(=O)c2cc(-c3c(F)cccc3F)nc3ccccc23)[nH]c1,1,0.558460295200348,0.956529140472412,-12.1479997634888,0.87447464466095,Reinforcement learning demo_94,Mol_1
70,O=C(N=c1cccc[nH]1)c1cccc2c1-c1ccccc1C2=O,Cc1cc[nH]c(=NC(=O)c2cccc3c2-c2ccccc2C3=O)c1,1,0.585882902145386,0.947193324565887,-12.0059995651245,0.874313831329346,Reinforcement learning demo_95,Mol_1
87,O=c1[nH]cc(-c2c[nH]c(=O)c3ccc(-c4ccccc4)cc23)c(=O)[nH]1,Cc1cccc(-c2ccc3c(=O)[nH]cc(-c4c[nH]c(=O)[nH]c4=O)c3c2)c1,1,0.520520329475403,0.969813466072082,-12.41100025177,0.874271750450134,Reinforcement learning demo_96,Mol_1
95,O=C1c2cccc3cccc(c23)CN1c1ccccc1,O=C1c2cccc3cccc(c23)CN1c1cccc(F)c1,1,0.654342651367188,0.925821602344513,-11.753999710083,0.873789787292481,Reinforcement learning demo_97,Mol_1
114,N=C1CC=Cc2c(c3ccccc3c3c(=N)c(=O)c(=O)c23)C1=O,N=C1Cc(O)cc2c3c(c4ccccc4c2C1=O)C(=N)C(=O)C3=O,1,0.544955670833588,0.960256814956665,-12.2130002975464,0.873741626739502,Reinforcement learning demo_98,Mol_1
93,O=C(N=c1cccc[nH]1)c1cccc2ccccc12,Cc1cc[nH]c(=NC(=O)c2cccc3ccccc23)c1,1,0.718725264072418,0.90825492143631,-11.5930004119873,0.873508155345917,Reinforcement learning demo_99,Mol_1
